0101||1
0060||1
0004||1
0016||2
0019||1
0028||1
0031||1
0049||1
0060||1
0116||2
0127||1
0099||1
0053||1
0038||1
0079||1
0030||1
0074||1
0082||1
0112||1
0080||1
0098||1
0103||1
0127||1
0011||1
0057||1
0118||1
0040||1
0081||1
0027||1
0028||1
0038||1
0105||1
0107||1
0042||1
0060||1
0130||1
0030||1
0124||1
0082||1
0101||6
0105||5
0009||1
0068||1
0070||1
0081||1
0047||1
0068||1
0077||1
0071||1
0085||1
0044||1
0076||1
0127||1
0058||1
0114||1
0053||1
0011||1
0036||1
0093||1
0113||1
0050||1
0058||1
0075||1
0020||1
0038||1
0053||1
0127||1
0052||1
0070||1
0124||1
0129||1
0004||1
0044||1
0116||1
0105||1
0034||1
0048||1
0031||2
0042||1
0049||2
0089||1
0007||1
0080||1
0069||1
0080||1
0080||1
0089||1
0127||1
0013||1
0114||1
0058||1
0016||1
0037||1
0049||1
0107||2
0121||1
0016||1
0025||1
0058||1
0087||1
0065||1
0099||1
0031||1
0061||1
0080||1
0081||2
0106||1
0114||1
0025||2
0096||1
0124||1
0055||1
0102||1
0054||1
0093||1
0120||1
0050||1
0080||1
0114||1
0120||1
0021||1
0027||1
0049||1
0058||1
0113||2
0119||1
0124||1
0018||4
0124||4
0002||1
0005||1
0011||1
0012||1
0013||1
0014||1
0017||1
0019||1
0024||1
0025||1
0031||1
0045||1
0046||1
0053||1
0064||1
0066||1
0068||1
0069||1
0071||1
0072||1
0077||1
0079||1
0092||1
0096||1
0098||1
0102||1
0103||1
0104||1
0105||1
0107||1
0110||1
0120||1
0121||1
0122||1
0128||1
0104||1
0037||1
0036||1
0048||1
0061||1
0063||1
0065||1
0112||1
0050||1
0006||1
0007||2
0012||2
0018||1
0021||4
0027||2
0039||1
0050||1
0057||2
0062||2
0068||1
0070||1
0072||1
0074||1
0075||2
0079||1
0080||3
0086||1
0087||1
0088||1
0095||1
0099||1
0103||1
0105||1
0108||1
0120||1
0124||1
0129||2
0130||2
0080||1
0030||1
0006||1
0017||1
0079||3
0082||1
0101||1
0002||2
0004||1
0009||1
0010||2
0011||1
0017||1
0021||1
0026||1
0028||1
0036||1
0038||1
0047||1
0049||1
0057||1
0060||1
0063||2
0070||1
0071||4
0078||3
0079||1
0080||1
0085||1
0092||2
0102||1
0103||2
0105||1
0106||1
0107||1
0108||1
0113||3
0118||2
0121||1
0124||5
0130||1
0084||1
0120||1
0044||1
0058||1
0005||1
0027||1
0036||1
0060||1
0078||1
0081||1
0114||1
0028||1
0050||1
0061||1
0108||1
0113||1
0117||1
0104||1
0003||1
0046||1
0107||1
0094||1
0002||2
0003||2
0004||2
0005||2
0006||2
0007||2
0008||2
0009||2
0010||2
0011||2
0012||2
0013||2
0014||2
0016||2
0017||2
0018||2
0019||2
0020||2
0021||2
0022||2
0023||2
0024||2
0025||2
0026||2
0027||2
0028||2
0030||2
0031||2
0032||2
0033||2
0034||2
0035||2
0036||2
0037||2
0038||2
0039||2
0040||2
0042||2
0043||2
0044||2
0045||2
0046||2
0047||2
0048||2
0049||2
0050||2
0052||2
0053||2
0054||2
0055||2
0056||2
0057||2
0058||2
0060||2
0061||2
0062||2
0063||2
0064||2
0065||2
0066||2
0067||2
0068||2
0069||2
0070||2
0071||2
0072||2
0073||2
0074||2
0075||2
0076||2
0077||2
0078||2
0079||2
0080||2
0081||2
0082||2
0083||2
0084||2
0085||2
0086||2
0087||2
0088||2
0089||2
0090||2
0092||2
0093||2
0094||2
0095||2
0096||2
0097||2
0098||2
0099||2
0101||2
0102||2
0103||2
0104||2
0105||2
0106||2
0107||2
0108||2
0109||2
0110||2
0111||2
0112||2
0113||2
0114||2
0115||2
0116||2
0117||2
0118||2
0119||2
0120||2
0121||2
0122||2
0124||2
0126||2
0127||2
0128||2
0129||2
0130||2
0003||1
0052||1
0129||4
0007||1
0097||1
0064||1
0008||1
0034||1
0113||1
0116||1
0083||1
0080||1
0030||4
0034||1
0075||1
0004||1
0007||2
0017||1
0031||1
0033||1
0037||1
0044||4
0045||1
0047||1
0048||1
0049||1
0053||1
0056||1
0058||1
0061||1
0066||2
0070||1
0074||1
0075||1
0079||1
0081||1
0092||3
0095||1
0112||1
0119||1
0129||1
0130||1
0038||3
0002||1
0003||1
0004||1
0005||1
0010||1
0011||1
0012||1
0013||1
0014||1
0017||1
0019||1
0022||1
0023||1
0024||1
0025||1
0033||1
0034||1
0036||1
0039||1
0045||1
0046||1
0052||1
0053||1
0056||1
0060||1
0063||1
0064||1
0065||1
0066||1
0068||1
0069||1
0071||1
0072||1
0077||1
0079||1
0082||1
0085||1
0092||3
0095||1
0096||1
0097||1
0098||1
0102||1
0103||1
0104||1
0105||1
0107||1
0110||1
0112||1
0120||1
0121||1
0128||1
0061||2
0097||1
0005||1
0061||1
0007||1
0063||1
0063||3
0064||4
0070||2
0077||1
0048||1
0002||1
0003||1
0004||1
0005||1
0006||1
0007||1
0008||1
0009||1
0010||1
0011||1
0012||1
0013||1
0014||1
0016||1
0017||1
0018||1
0019||1
0020||1
0021||1
0022||1
0023||1
0024||1
0025||1
0026||1
0027||1
0028||1
0030||1
0031||1
0032||1
0033||1
0034||1
0035||1
0036||1
0037||1
0038||1
0039||1
0040||1
0042||1
0043||1
0044||1
0045||2
0046||1
0047||1
0048||1
0049||1
0050||1
0052||1
0053||1
0054||1
0055||1
0056||1
0057||1
0058||1
0060||1
0061||1
0062||1
0063||1
0064||1
0065||1
0066||1
0067||1
0068||1
0069||1
0070||1
0071||1
0072||1
0073||1
0074||1
0075||1
0076||1
0077||1
0078||1
0079||1
0080||1
0081||1
0082||1
0083||1
0084||1
0085||1
0086||1
0087||1
0088||1
0089||1
0090||1
0092||1
0093||1
0094||1
0095||1
0096||1
0097||1
0098||1
0099||1
0101||1
0102||1
0103||1
0104||1
0105||1
0106||1
0107||1
0108||1
0109||1
0110||1
0111||1
0112||1
0113||1
0114||1
0115||1
0116||1
0117||1
0118||1
0119||1
0120||1
0121||1
0122||1
0124||1
0126||1
0127||1
0128||1
0129||1
0130||1
0004||1
0005||1
0011||1
0019||1
0021||1
0033||1
0047||1
0053||2
0057||2
0058||2
0060||2
0071||1
0079||1
0098||1
0103||1
0105||1
0124||1
0050||1
0093||1
0004||3
0005||1
0006||1
0008||2
0011||2
0012||4
0016||1
0017||1
0021||4
0023||1
0024||1
0026||4
0027||1
0028||1
0033||1
0034||1
0035||2
0038||3
0039||1
0040||3
0043||1
0044||1
0048||2
0050||3
0052||2
0053||1
0054||3
0056||2
0057||2
0058||1
0060||3
0063||2
0064||1
0066||1
0068||1
0069||2
0070||3
0071||2
0072||3
0073||1
0074||4
0075||2
0078||2
0080||1
0081||1
0082||3
0083||3
0084||1
0088||1
0095||1
0097||2
0098||1
0099||3
0101||1
0103||2
0105||2
0107||4
0108||1
0109||1
0110||1
0111||2
0113||2
0114||3
0116||3
0118||1
0119||2
0120||1
0121||1
0122||2
0124||2
0127||1
0129||1
0130||1
0060||1
0039||1
0075||1
0092||1
0099||1
0048||1
0047||1
0047||1
0060||1
0032||1
0097||2
0090||1
0005||1
0019||1
0020||1
0028||1
0039||1
0045||2
0050||1
0058||1
0060||1
0061||3
0067||1
0069||1
0093||1
0098||1
0107||1
0108||1
0110||1
0111||1
0112||3
0113||1
0122||1
0127||1
0049||1
0127||1
0110||1
0010||1
0027||1
0060||1
0004||1
0035||1
0050||1
0109||1
0113||1
0078||1
0065||1
0055||1
0102||1
0090||1
0094||1
0104||1
0038||3
0089||1
0020||1
0026||1
0046||1
0066||1
0075||1
0087||1
0079||1
0115||1
0130||1
0074||1
0104||1
0025||1
0069||1
0006||1
0004||2
0110||1
0113||1
0127||1
0128||1
0107||1
0069||1
0003||1
0004||1
0113||1
0038||1
0111||1
0039||1
0082||1
0013||1
0030||1
0044||1
0049||1
0023||1
0110||1
0024||1
0068||1
0030||1
0109||1
0007||1
0007||1
0007||1
0106||1
0042||1
0083||1
0122||1
0027||1
0052||1
0060||2
0129||1
0023||1
0031||1
0050||2
0053||1
0070||1
0009||1
0021||1
0046||1
0097||1
0101||1
0130||1
0024||1
0005||1
0034||1
0044||1
0056||1
0057||1
0078||1
0080||1
0092||1
0096||1
0113||1
0124||1
0110||1
0120||1
0130||2
0063||1
0121||1
0023||1
0018||1
0087||1
0060||1
0071||1
0038||1
0031||1
0030||1
0007||1
0092||1
0019||1
0064||1
0004||1
0011||1
0017||1
0022||1
0027||1
0034||2
0035||1
0048||1
0056||1
0065||1
0067||1
0068||1
0079||1
0081||1
0086||1
0089||1
0093||3
0097||3
0103||1
0106||1
0112||1
0114||1
0120||1
0127||2
0116||1
0008||1
0101||1
0005||1
0060||1
0066||2
0102||1
0009||1
0012||1
0023||1
0038||1
0080||1
0110||1
0128||1
0049||1
0006||1
0044||1
0028||1
0087||1
0052||1
0039||1
0053||1
0080||2
0028||1
0111||1
0097||1
0124||1
0104||1
0079||1
0065||1
0004||1
0037||1
0049||1
0052||1
0097||1
0083||1
0018||1
0027||1
0006||1
0018||1
0085||1
0129||6
0006||4
0077||1
0127||1
0128||1
0022||1
0105||1
0120||1
0044||1
0081||1
0117||1
0062||1
0064||1
0067||1
0112||1
0002||1
0101||1
0107||1
0080||1
0073||1
0042||1
0128||1
0027||2
0033||1
0050||1
0084||2
0101||2
0105||1
0021||1
0048||1
0053||1
0073||1
0081||1
0094||1
0099||1
0094||1
0019||1
0036||1
0106||1
0027||2
0030||1
0063||1
0097||1
0107||1
0021||1
0129||1
0064||2
0016||1
0056||1
0058||2
0073||1
0102||1
0127||1
0010||1
0042||1
0105||1
0110||1
0116||1
0038||1
0094||1
0058||1
0080||2
0061||5
0062||8
0080||1
0016||2
0065||1
0089||1
0097||1
0116||1
0129||1
0087||1
0022||3
0045||3
0018||2
0050||2
0060||1
0080||1
0087||1
0103||1
0106||1
0060||1
0061||1
0072||1
0104||1
0119||1
0003||1
0035||1
0030||1
0049||1
0084||1
0114||1
0006||1
0016||1
0114||1
0126||1
0058||1
0004||3
0018||1
0040||1
0055||1
0060||1
0068||1
0071||3
0107||1
0111||1
0070||1
0071||2
0107||1
0034||2
0040||1
0033||1
0053||3
0038||2
0023||1
0061||2
0049||1
0073||1
0049||2
0027||1
0094||1
0027||1
0037||1
0049||1
0050||1
0060||1
0063||1
0081||1
0065||1
0068||1
0080||1
0002||1
0124||1
0129||1
0092||1
0103||1
0006||1
0042||1
0017||1
0117||1
0013||2
0058||1
0060||1
0092||1
0090||2
0007||4
0008||2
0044||1
0056||1
0060||1
0126||1
0129||1
0003||2
0006||2
0007||1
0016||4
0024||1
0026||1
0030||4
0037||1
0040||1
0060||4
0063||2
0080||1
0081||1
0085||1
0096||1
0104||2
0107||1
0117||1
0124||3
0058||1
0120||1
0018||1
0019||1
0122||1
0003||1
0005||1
0013||1
0016||1
0019||1
0024||1
0026||1
0027||1
0028||1
0031||1
0032||1
0034||1
0040||2
0048||1
0049||1
0052||1
0057||1
0058||3
0060||6
0062||1
0065||1
0068||1
0070||2
0072||1
0077||1
0080||5
0081||1
0087||1
0088||1
0095||1
0096||2
0099||1
0102||1
0106||1
0107||1
0112||1
0113||1
0114||1
0115||1
0118||1
0121||1
0126||1
0130||1
0004||1
0063||1
0064||1
0066||1
0026||1
0002||1
0003||1
0011||1
0035||1
0046||1
0069||1
0078||1
0089||1
0096||1
0105||1
0112||1
0039||1
0046||1
0117||1
0026||1
0010||1
0014||1
0017||1
0022||1
0038||1
0046||1
0048||1
0058||1
0060||2
0063||1
0075||1
0077||1
0078||1
0084||1
0094||1
0097||1
0127||2
0130||1
0031||1
0038||1
0069||1
0114||1
0009||1
0023||1
0116||1
0117||1
0042||2
0043||1
0079||1
0063||1
0075||1
0085||1
0025||1
0114||1
0080||1
0095||1
0068||1
0112||1
0122||1
0084||1
0060||1
0055||4
0006||1
0052||1
0079||1
0084||1
0095||1
0128||1
0052||1
0084||1
0107||1
0064||1
0050||1
0090||1
0060||1
0114||3
0096||1
0004||1
0006||1
0007||2
0014||1
0021||1
0024||1
0026||3
0033||1
0035||1
0038||1
0040||1
0046||1
0053||1
0054||1
0057||1
0058||1
0060||1
0065||1
0067||1
0070||1
0090||1
0098||3
0101||1
0105||1
0111||1
0114||1
0115||1
0116||1
0119||2
0120||1
0127||3
0002||1
0003||1
0004||1
0005||1
0006||1
0007||1
0008||1
0009||1
0010||1
0011||1
0012||1
0013||1
0014||1
0016||1
0017||1
0018||1
0019||1
0020||1
0021||1
0022||1
0023||1
0024||1
0025||1
0026||1
0027||1
0028||1
0030||1
0031||1
0032||1
0033||1
0034||1
0035||1
0036||1
0037||1
0038||1
0039||1
0040||1
0042||1
0043||1
0044||1
0045||1
0046||1
0047||1
0048||1
0049||1
0050||1
0052||1
0053||1
0054||1
0055||1
0056||1
0057||1
0058||1
0060||1
0061||1
0062||1
0063||1
0064||1
0065||1
0066||1
0067||1
0068||1
0069||1
0070||1
0071||1
0072||1
0073||1
0074||1
0075||1
0076||1
0077||1
0078||1
0079||1
0080||1
0081||1
0082||1
0083||1
0084||1
0085||1
0086||1
0087||1
0088||1
0089||1
0090||1
0092||1
0093||1
0094||1
0095||1
0096||1
0097||1
0098||1
0099||1
0101||1
0102||1
0103||1
0104||1
0105||1
0106||1
0107||1
0108||1
0109||1
0110||1
0111||1
0112||1
0113||1
0114||1
0115||1
0116||1
0117||1
0118||1
0119||1
0120||1
0121||1
0122||1
0124||1
0126||1
0127||1
0128||1
0129||1
0130||1
0028||2
0034||2
0063||1
0106||1
0119||1
0079||1
0058||1
0129||1
0074||1
0105||2
0114||1
0026||1
0042||1
0113||1
0040||1
0081||1
0017||1
0060||1
0062||1
0075||1
0079||1
0116||1
0017||1
0032||1
0038||1
0040||1
0047||1
0060||2
0064||2
0071||1
0079||1
0105||2
0120||1
0016||4
0036||1
0098||1
0027||1
0022||6
0045||3
0068||1
0060||1
0052||1
0004||1
0129||1
0082||1
0105||1
0031||1
0036||1
0060||1
0119||1
0026||1
0053||1
0081||1
0084||1
0090||1
0050||1
0080||1
0063||1
0101||2
0114||1
0030||1
0111||1
0127||11
0128||11
0109||1
0020||1
0074||1
0095||1
0118||1
0022||2
0025||5
0039||1
0086||1
0102||6
0124||1
0127||1
0044||1
0006||1
0017||1
0018||1
0021||1
0038||1
0042||1
0054||1
0074||1
0084||1
0127||1
0105||1
0038||1
0052||1
0095||3
0098||1
0060||1
0102||1
0049||1
0118||1
0120||1
0124||1
0049||1
0018||1
0060||1
0049||1
0004||2
0007||4
0008||3
0016||4
0044||1
0050||1
0058||1
0049||1
0020||1
0078||1
0114||1
0002||4
0005||3
0011||3
0012||5
0013||3
0014||3
0017||3
0019||3
0024||3
0025||3
0032||2
0036||1
0040||2
0045||3
0046||3
0053||3
0058||1
0060||5
0064||3
0066||3
0068||3
0069||3
0071||3
0072||3
0077||3
0079||3
0092||3
0096||3
0098||3
0102||4
0103||3
0104||3
0105||3
0107||3
0110||3
0111||1
0113||7
0114||3
0117||3
0120||3
0121||3
0122||3
0128||3
0120||1
0087||1
0034||1
0043||1
0020||1
0003||1
0006||1
0008||1
0010||1
0016||1
0018||1
0033||2
0038||2
0039||1
0043||1
0048||1
0053||2
0060||1
0063||1
0064||1
0068||1
0069||2
0070||2
0080||1
0095||1
0098||1
0110||1
0112||1
0121||1
0129||1
0061||5
0062||1
0040||3
0085||1
0006||1
0128||1
0064||1
0016||1
0027||1
0038||1
0047||1
0063||2
0093||1
0110||1
0116||1
0106||1
0034||3
0099||1
0028||6
0042||1
0107||1
0048||1
0065||2
0066||1
0120||2
0124||2
0018||1
0060||1
0093||1
0012||1
0014||1
0034||1
0038||1
0056||1
0064||1
0054||1
0056||1
0058||1
0079||1
0114||1
0124||1
0080||1
0004||1
0025||1
0058||1
0004||1
0053||2
0060||3
0065||1
0067||1
0072||1
0106||1
0119||1
0007||1
0122||1
0005||1
0010||1
0070||1
0097||1
0120||1
0009||1
0042||1
0088||1
0098||1
0085||1
0047||1
0054||1
0116||1
0018||1
0107||1
0098||1
0093||1
0108||1
0117||1
0011||1
0038||2
0064||1
0010||1
0011||2
0021||1
0036||2
0046||1
0056||1
0060||1
0061||1
0068||1
0069||1
0079||2
0085||1
0114||1
0121||1
0124||2
0117||1
0086||1
0038||2
0061||1
0104||1
0023||1
0007||1
0008||1
0004||1
0013||1
0021||1
0038||4
0044||1
0050||1
0060||1
0069||1
0071||1
0074||1
0101||1
0110||1
0113||2
0115||1
0119||1
0124||1
0128||1
0052||2
0060||2
0106||1
0107||3
0050||1
0070||1
0079||1
0084||1
0095||1
0096||1
0107||1
0120||1
0127||1
0006||2
0016||2
0049||1
0079||1
0089||1
0103||1
0114||1
0116||1
0120||1
0127||1
0030||1
0104||1
0096||1
0103||1
0099||1
0047||1
0004||1
0031||1
0077||1
0084||1
0092||1
0096||1
0099||1
0002||1
0006||3
0008||1
0010||1
0013||2
0020||1
0021||1
0023||1
0026||1
0027||2
0037||1
0039||1
0040||2
0042||1
0044||1
0049||2
0053||1
0055||1
0056||1
0060||1
0063||1
0065||2
0070||1
0073||1
0074||2
0079||1
0080||3
0081||1
0085||1
0090||1
0092||1
0095||1
0099||1
0101||1
0103||1
0106||1
0107||1
0112||1
0113||1
0119||2
0121||1
0122||1
0127||2
0129||1
0014||3
0076||1
0013||3
0058||1
0043||8
0076||2
0116||1
0002||1
0048||1
0080||2
0021||1
0009||1
0022||1
0052||1
0061||1
0078||1
0083||1
0084||1
0086||1
0094||1
0101||1
0111||1
0129||1
0012||1
0017||2
0028||1
0050||1
0068||1
0107||1
0044||1
0018||1
0021||1
0022||6
0037||1
0045||5
0050||1
0055||1
0063||4
0090||1
0104||1
0105||1
0113||1
0122||1
0129||1
0056||1
0010||1
0013||1
0030||1
0047||1
0052||1
0053||1
0056||1
0060||1
0061||1
0080||1
0104||1
0107||1
0113||1
0117||1
0120||1
0124||1
0081||1
0115||1
0049||1
0028||1
0020||1
0126||1
0024||1
0049||1
0058||1
0081||1
0114||1
0115||1
0040||1
0127||1
0017||1
0006||1
0071||1
0128||1
0095||1
0071||1
0124||1
0119||1
0068||1
0002||1
0004||1
0005||1
0006||1
0011||1
0014||1
0016||3
0025||1
0030||2
0032||1
0035||1
0036||1
0037||1
0042||1
0050||1
0053||1
0058||1
0060||4
0065||1
0070||1
0074||1
0078||1
0081||1
0082||1
0084||1
0085||1
0086||1
0088||1
0093||1
0095||1
0096||1
0098||1
0099||3
0101||1
0105||2
0107||1
0108||2
0113||2
0116||1
0119||1
0122||1
0124||2
0126||1
0026||1
0028||1
0050||1
0090||1
0121||1
0120||1
0074||1
0085||1
0031||2
0011||1
0024||1
0052||2
0054||1
0061||1
0079||1
0110||1
0120||1
0129||2
0106||1
0007||1
0008||4
0084||1
0007||1
0064||1
0084||1
0050||1
0034||1
0037||1
0093||1
0120||1
0049||1
0074||1
0086||2
0127||1
0128||1
0006||1
0007||1
0012||1
0013||3
0014||2
0018||1
0019||1
0024||2
0027||1
0030||1
0031||1
0032||3
0033||1
0034||2
0035||1
0042||1
0043||1
0044||2
0046||4
0047||1
0048||2
0049||3
0053||1
0058||5
0060||16
0062||2
0064||2
0068||7
0069||2
0070||1
0071||3
0072||1
0073||1
0075||1
0077||6
0078||3
0079||1
0081||1
0082||2
0084||2
0087||4
0090||1
0092||1
0096||5
0102||1
0103||3
0106||1
0107||4
0110||5
0113||3
0114||2
0115||1
0119||5
0120||5
0121||7
0122||3
0124||9
0126||1
0127||2
0128||3
0130||1
0017||3
0021||1
0095||2
0098||2
0109||1
0114||1
0038||4
0033||2
0069||2
0110||6
0129||1
0026||1
0079||1
0074||1
0012||1
0049||1
0063||1
0081||1
0088||1
0098||1
0105||1
0121||1
0022||1
0019||1
0107||1
0109||1
0006||1
0081||1
0037||1
0075||1
0004||1
0028||1
0054||1
0083||1
0095||1
0114||1
0046||1
0027||1
0007||1
0057||1
0027||1
0083||1
0013||1
0019||1
0049||1
0002||3
0004||2
0005||2
0006||1
0010||4
0011||6
0012||1
0013||3
0014||3
0017||1
0018||1
0019||4
0020||2
0021||4
0022||1
0023||1
0024||1
0025||1
0026||6
0027||8
0028||4
0030||3
0031||1
0034||1
0036||1
0037||3
0038||4
0039||6
0040||3
0042||1
0043||3
0044||6
0045||1
0046||5
0047||3
0048||2
0049||6
0050||9
0053||5
0056||2
0057||3
0058||6
0060||4
0061||3
0062||1
0063||3
0064||1
0065||2
0066||1
0068||2
0069||3
0070||3
0071||2
0073||3
0074||2
0075||4
0076||1
0077||2
0078||1
0079||2
0080||15
0081||9
0083||4
0084||1
0085||2
0086||3
0087||2
0088||3
0089||7
0090||2
0093||2
0094||3
0095||3
0096||4
0097||3
0102||1
0103||3
0104||5
0105||3
0106||1
0107||2
0110||2
0111||2
0113||4
0114||2
0118||2
0119||5
0120||5
0121||2
0122||4
0124||6
0128||2
0129||3
0130||2
0009||1
0034||1
0053||1
0079||1
0081||1
0094||1
0095||1
0112||1
0120||1
0129||1
0033||1
0053||1
0049||1
0095||1
0064||3
0113||1
0024||1
0040||1
0069||1
0062||1
0047||1
0016||1
0104||1
0004||1
0005||1
0035||1
0050||1
0060||1
0071||1
0072||1
0074||1
0124||1
0002||2
0004||1
0006||3
0007||1
0008||1
0011||1
0012||2
0013||1
0017||1
0019||1
0021||1
0026||3
0028||2
0030||2
0033||1
0037||1
0038||3
0039||1
0042||1
0044||3
0045||1
0049||2
0050||3
0053||4
0055||1
0058||1
0060||2
0061||4
0066||1
0070||2
0071||1
0072||1
0073||2
0074||2
0078||1
0081||1
0082||1
0083||3
0084||3
0085||1
0086||1
0087||1
0092||2
0094||1
0095||1
0097||3
0099||2
0105||1
0106||1
0113||1
0116||2
0117||1
0118||2
0119||1
0121||1
0127||1
0130||1
0021||1
0074||1
0073||1
0080||1
0079||1
0028||1
0004||1
0038||1
0053||1
0065||1
0080||1
0119||2
0124||1
0018||1
0026||1
0027||1
0056||1
0069||1
0071||1
0074||1
0083||1
0084||1
0113||1
0127||1
0088||1
0108||1
0124||1
0005||2
0068||1
0114||1
0078||1
0012||1
0018||3
0020||3
0034||1
0044||1
0048||1
0050||2
0055||2
0061||2
0065||2
0071||1
0074||2
0076||2
0086||1
0095||3
0096||1
0112||1
0113||1
0115||1
0118||1
0129||1
0130||1
0023||1
0115||1
0002||1
0014||1
0049||1
0053||1
0085||1
0106||1
0050||1
0050||1
0103||1
0017||1
0018||1
0047||1
0087||1
0121||1
0021||1
0060||1
0074||1
0075||1
0081||1
0087||1
0042||1
0056||1
0062||1
0080||4
0010||1
0019||1
0023||1
0024||1
0038||2
0060||1
0085||1
0092||2
0103||1
0104||1
0107||1
0112||1
0130||1
0098||6
0016||1
0061||1
0087||1
0002||1
0017||2
0095||2
0098||1
0053||1
0084||1
0053||2
0080||1
0081||1
0008||1
0038||1
0007||1
0012||1
0018||1
0030||1
0038||4
0049||1
0072||1
0080||1
0084||1
0085||1
0087||1
0104||1
0113||1
0117||1
0119||1
0128||2
0006||1
0027||2
0114||1
0124||1
0063||1
0080||1
0119||1
0034||1
0080||1
0115||1
0050||1
0058||1
0080||1
0112||1
0119||1
0069||2
0022||1
0020||1
0022||1
0031||1
0040||1
0050||1
0055||1
0093||1
0097||1
0013||1
0071||1
0112||1
0075||1
0109||1
0004||1
0072||1
0023||1
0111||1
0129||2
0008||1
0026||1
0038||1
0040||1
0045||1
0046||1
0058||1
0062||1
0065||1
0080||3
0103||1
0111||1
0114||1
0117||5
0120||1
0126||1
0086||1
0053||1
0063||4
0064||5
0070||5
0086||1
0121||4
0002||1
0065||1
0121||1
0037||2
0124||1
0113||1
0021||1
0079||1
0021||2
0060||1
0028||1
0036||1
0002||1
0016||1
0094||1
0109||1
0040||1
0071||1
0081||1
0085||1
0002||1
0004||1
0020||1
0026||1
0028||1
0047||1
0049||1
0050||1
0057||1
0060||4
0062||1
0070||1
0071||1
0074||1
0085||1
0114||1
0115||1
0119||1
0120||1
0124||1
0129||1
0130||1
0009||1
0070||1
0028||1
0060||1
0126||1
0073||1
0044||1
0083||3
0023||1
0025||1
0040||1
0118||1
0119||1
0072||1
0049||1
0060||1
0098||1
0120||1
0005||1
0024||1
0096||1
0117||1
0058||1
0122||2
0065||1
0032||1
0122||1
0048||1
0063||1
0089||2
0096||1
0098||1
0006||2
0018||4
0047||3
0058||1
0060||5
0066||1
0071||1
0079||1
0097||1
0112||1
0122||1
0127||1
0028||1
0036||1
0080||2
0006||1
0013||1
0056||1
0056||1
0063||1
0066||1
0092||1
0122||1
0075||1
0108||1
0026||2
0012||1
0121||1
0124||1
0101||1
0002||1
0003||1
0004||1
0005||1
0006||1
0007||1
0008||1
0009||1
0010||1
0011||1
0012||1
0013||1
0014||1
0016||1
0017||1
0018||1
0019||1
0020||1
0021||1
0022||1
0023||1
0024||1
0025||1
0026||1
0027||1
0028||1
0030||1
0031||1
0032||1
0033||1
0034||1
0035||1
0036||1
0037||1
0038||1
0039||2
0040||1
0042||1
0043||1
0044||1
0045||1
0046||1
0047||1
0048||1
0049||1
0050||1
0052||1
0053||1
0054||1
0055||1
0056||1
0057||1
0058||1
0060||1
0061||1
0062||1
0063||1
0064||1
0065||1
0066||1
0067||1
0068||1
0069||1
0070||1
0071||1
0072||1
0073||1
0074||1
0075||1
0076||1
0077||1
0078||1
0079||1
0080||1
0081||1
0082||1
0083||1
0084||1
0085||1
0086||1
0087||1
0088||1
0089||1
0090||1
0092||1
0093||1
0094||1
0095||1
0096||1
0097||1
0098||1
0099||1
0101||1
0102||1
0103||1
0104||1
0105||1
0106||1
0107||1
0108||1
0109||1
0110||1
0111||1
0112||1
0113||1
0114||1
0115||1
0116||1
0117||1
0118||1
0119||1
0120||1
0121||1
0122||1
0124||1
0126||1
0127||1
0128||1
0129||1
0130||1
0013||1
0050||1
0034||1
0048||1
0092||1
0027||1
0030||1
0112||2
0080||2
0053||1
0063||1
0054||1
0129||1
0014||1
0016||1
0053||1
0079||1
0082||1
0088||1
0097||1
0114||1
0047||1
0094||1
0058||1
0004||1
0002||1
0005||1
0011||1
0012||1
0013||1
0014||1
0017||1
0019||1
0024||1
0025||1
0032||1
0045||1
0046||1
0053||1
0060||1
0064||1
0066||1
0068||1
0069||1
0071||1
0072||1
0077||1
0079||1
0092||1
0096||1
0098||1
0102||1
0103||1
0104||1
0105||1
0107||1
0110||1
0114||1
0120||1
0121||1
0122||1
0128||1
0055||1
0084||1
0112||1
0083||1
0114||1
0117||1
0069||1
0006||1
0005||1
0119||1
0050||1
0060||1
0047||1
0063||1
0074||1
0127||1
0128||1
0047||4
0081||1
0028||1
0085||1
0033||1
0098||1
0087||1
0031||1
0034||1
0047||2
0027||1
0106||1
0016||1
0028||1
0006||1
0062||3
0096||1
0072||1
0050||1
0080||2
0050||1
0027||1
0044||2
0060||1
0128||1
0033||1
0116||1
0004||1
0007||2
0012||1
0020||2
0026||1
0027||1
0031||1
0037||1
0038||1
0067||1
0076||1
0089||1
0111||1
0124||1
0067||1
0010||1
0021||1
0033||1
0074||1
0106||1
0108||1
0014||1
0021||1
0039||1
0049||1
0058||1
0060||1
0016||2
0038||1
0054||1
0062||1
0074||1
0090||1
0065||1
0095||1
0043||1
0049||1
0097||1
0129||1
0061||1
0025||1
0034||1
0040||1
0055||1
0065||1
0067||1
0068||1
0081||1
0094||1
0095||1
0104||1
0110||1
0120||2
0025||1
0038||3
0071||2
0107||1
0113||1
0115||1
0083||1
0011||1
0096||1
0027||1
0048||1
0130||1
0128||1
0030||1
0031||1
0033||1
0119||1
0047||1
0050||1
0002||1
0004||1
0007||1
0012||1
0013||1
0014||1
0018||1
0019||2
0020||1
0021||1
0022||2
0025||1
0031||1
0033||1
0037||1
0039||3
0043||1
0044||1
0050||2
